CUST_ID,gender,DateOfBirth,State,Contact,Segment,claim_id,customer_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,_merge
154557,Female,23-May-78,DE,962-879-1238,Platinum,69348631,154557,Driver error,04/10/2018,Auto,No,Injury only,,1.0,Yes,both
97640137,Male,14-Aug-75,SD,812-824-4285,Platinum,86624774,97640137,Driver error,02/02/2018,Auto,Unknown,Injury only,$29600,1.0,No,both
49270602,Male,10-Apr-60,IL,837-734-6732,Platinum,2040094,49270602,Other causes,06/17/2018,Auto,No,Material only,$1790,1.0,No,both
25021031,Female,07-Dec-72,IL,537-548-5913,Platinum,93354997,25021031,Other causes,01/06/2018,Auto,Yes,Injury only,$31270,1.0,No,both
2590748,Female,30-Nov-91,MO,185-517-6934,Platinum,61761215,2590748,Other driver error,10/03/2018,Auto,Unknown,Material and injury,$30530,2.0,No,both
98905793,Female,11-Nov-93,ID,823-482-5839,Platinum,17871003,98905793,Other driver error,09/19/2018,Auto,Unknown,Material only,$3139.5,3.0,Yes,both
39495715,Male,16-Sep-68,LA,572-615-8539,Gold,90504501,39495715,Driver error,08/31/2017,Auto,No,Material only,$2470,1.0,No,both
64840478,Female,14-Feb-74,NM,918-174-7461,Silver,23636125,64840478,Other driver error,01/01/2017,Auto,Unknown,Material and injury,$17290,1.0,No,both
30541131,Female,17-Mar-88,CO,857-137-2347,Silver,73972734,30541131,Other driver error,08/11/2017,Home,Unknown,Material only,$1570,1.0,No,both
51503228,Male,12-Jul-60,IA,612-258-9783,Silver,2322078,51503228,Driver error,12/17/2017,Auto,Unknown,Injury only,$14330,3.0,No,both
57959733,Female,31-Dec-67,AR,689-628-5247,Platinum,94870378,57959733,Other driver error,07/22/2017,Auto,No,Material only,$2530,3.0,No,both
82415154,Female,08-Mar-80,DE,578-942-1542,Platinum,46572741,82415154,Other driver error,06/11/2017,Auto,No,Material and injury,$15240,1.0,No,both
67861420,Female,28-Apr-92,UT,645-657-5692,Platinum,50960913,67861420,Other causes,02/15/2018,Auto,No,Material only,$1880,1.0,No,both
16811546,Male,09-Jul-76,KS,486-341-4781,Gold,91841652,16811546,Crime,08/10/2018,Auto,Unknown,Injury only,$37200,1.0,No,both
74840885,Female,09-May-66,IA,149-458-3751,Platinum,73800450,74840885,Crime,03/14/2018,Home,Unknown,Material only,$2060,5.0,No,both
95719884,Female,26-Nov-89,CT,759-157-6329,Platinum,14457951,95719884,Crime,05/22/2017,Auto,Unknown,Material only,$1020,1.0,No,both
22856223,Female,07-Aug-63,AR,728-953-8257,Platinum,82692173,22856223,Other causes,04/12/2017,Auto,No,Material and injury,$40660,1.0,No,both
26965990,Female,14-Dec-98,NH,823-634-8723,Platinum,2262550,26965990,Other causes,02/23/2017,Auto,Unknown,Material only,$2310,1.0,No,both
48447568,Male,26-Jun-62,CT,294-936-9134,Gold,91210035,48447568,Driver error,10/24/2017,Auto,No,Material and injury,$15920,1.0,No,both
16102401,Male,07-Oct-96,CT,148-543-1362,Silver,19333178,16102401,Driver error,08/18/2017,Home,Yes,Material only,$2710,1.0,No,both
26448215,Female,10-Mar-83,CT,765-438-8462,Silver,36685947,26448215,Natural causes,02/03/2017,Auto,No,Material only,$2290,1.0,No,both
40922910,Male,12-Sep-63,IN,246-527-5983,Gold,84933468,40922910,Other driver error,02/03/2017,Auto,No,Material only,$1180,4.0,No,both
43293983,Female,12-Aug-89,NM,356-724-4721,Gold,61672806,43293983,Other causes,08/11/2017,Auto,No,Material only,$3059,1.0,Yes,both
51195864,Female,24-Nov-71,ND,831-136-3859,Gold,1189987,51195864,Other driver error,09/20/2017,Auto,Unknown,Material only,$1630,2.0,No,both
36395486,Male,06-Mar-71,ND,365-482-4683,Gold,43722644,36395486,Other causes,01/07/2017,Home,No,Material only,$3335,3.0,Yes,both
32850276,Male,29-Oct-63,ME,893-673-8192,Platinum,24499353,32850276,Natural causes,10/09/2018,Home,No,Material only,$1580,1.0,No,both
94041088,Male,16-Jul-90,NM,815-641-3516,Silver,70086627,94041088,Natural causes,12/10/2017,Home,Unknown,Material only,$2645,1.0,Yes,both
90718924,Male,30-Sep-70,ME,185-286-2134,Silver,97233183,90718924,Other causes,01/21/2017,Home,No,Material and injury,$27560,1.0,No,both
51278451,Female,23-Apr-82,NJ,597-396-2931,Gold,70332189,51278451,Other driver error,03/01/2018,Auto,Unknown,Material and injury,$20660,1.0,No,both
16868327,Male,14-Feb-68,VT,426-293-4958,Silver,3883874,16868327,Driver error,01/14/2017,Auto,No,Material only,$1400,1.0,No,both
32269248,Female,27-Jun-71,NE,574-857-9387,Gold,94714143,32269248,Other driver error,07/07/2018,Auto,Yes,Injury only,$30350,1.0,No,both
35410919,Female,07-May-95,AZ,862-765-3425,Silver,22295924,35410919,Crime,06/04/2017,Auto,No,Material only,$1740,3.0,No,both
20716946,Female,10-Jun-81,KY,526-579-6814,Platinum,80976947,20716946,Other driver error,03/21/2018,Auto,No,Material and injury,$21830,1.0,No,both
90102508,Male,25-Jul-85,AZ,794-134-3864,Gold,93075008,90102508,Natural causes,03/28/2018,Auto,No,Material only,$1280,1.0,No,both
40744509,Male,18-Sep-99,MD,746-571-4539,Gold,46968995,40744509,Other causes,06/25/2017,Auto,No,Material and injury,$34770,4.0,No,both
51460517,Male,25-Dec-69,ND,925-214-7481,Gold,23840141,51460517,Other causes,06/18/2017,Auto,Unknown,Material only,$1391.5,1.0,Yes,both
9677945,Female,28-May-87,SC,849-461-6419,Platinum,5694962,9677945,Other causes,09/26/2018,Auto,No,Material only,$1520,1.0,No,both
34297743,Female,17-Mar-76,WI,726-673-6513,Platinum,3485777,34297743,Natural causes,07/28/2017,Auto,No,Material only,$1700,1.0,No,both
17682060,Female,21-Nov-74,NV,186-195-3465,Gold,49735712,17682060,Crime,10/30/2018,Home,Unknown,Material and injury,$17020,1.0,No,both
29750601,Female,28-Oct-95,RI,652-976-9723,Platinum,718760,29750601,Other driver error,10/24/2017,Auto,Unknown,Injury only,$31980,1.0,No,both
97698815,Male,06-May-77,OH,352-765-2183,Gold,81849361,97698815,Natural causes,02/17/2017,Auto,Unknown,Material only,$1860,1.0,No,both
28920170,Male,18-Jul-62,ID,498-547-6829,Silver,19639145,28920170,Crime,11/13/2017,Auto,No,Material and injury,$41365.5,1.0,Yes,both
55572419,Female,31-May-65,CO,728-934-9134,Gold,6535473,55572419,Other causes,05/09/2017,Auto,Yes,Injury only,$27520,1.0,No,both
77219712,Female,05-Aug-99,NH,649-592-8793,Platinum,61374372,77219712,Other causes,01/01/2017,Auto,No,Material and injury,$20200,1.0,No,both
39286853,Female,23-Jun-93,ND,829-753-4352,Platinum,24759210,39286853,Other driver error,10/03/2018,Auto,Unknown,Injury only,$35830,1.0,No,both
47226965,Male,27-Jun-95,MN,935-251-3941,Platinum,6795457,47226965,Driver error,09/07/2017,Auto,No,Material only,$2600,4.0,No,both
68757979,Female,07-Jun-64,KY,835-238-5426,Platinum,27087847,68757979,Natural causes,10/31/2017,Auto,No,Material only,$2410,1.0,No,both
69956308,Female,09-Feb-81,AL,934-541-3417,Gold,93818470,69956308,Natural causes,01/13/2018,Auto,Yes,Material only,$3312,4.0,Yes,both
47603757,Female,09-Aug-96,NE,214-247-6582,Platinum,65784642,47603757,Driver error,04/24/2018,Auto,No,Material only,$2980,1.0,No,both
83534717,Male,17-May-65,MI,732-632-3689,Silver,98203403,83534717,Natural causes,04/12/2017,Auto,No,Material only,$1680,1.0,No,both
40480522,Female,30-May-84,NV,739-259-6835,Gold,52377605,40480522,Driver error,10/30/2018,Auto,Unknown,Material and injury,$26310,1.0,No,both
86597605,Female,21-Apr-62,ME,794-584-3826,Gold,79350008,86597605,Driver error,09/27/2017,Auto,No,Material and injury,$37400,1.0,No,both
7829022,Male,12-Aug-80,ND,964-432-2841,Platinum,35620656,7829022,Driver error,11/13/2017,Auto,No,Material only,$2320,1.0,No,both
77985379,Female,20-May-84,MD,619-412-8295,Platinum,95022138,77985379,Other driver error,07/01/2017,Auto,Yes,Material and injury,$27610,2.0,No,both
2826434,Female,25-Nov-94,MN,863-274-1853,Platinum,24834777,2826434,Driver error,04/25/2017,Home,No,Injury only,$22100,1.0,No,both
16548727,Female,11-Nov-84,ND,475-651-3249,Platinum,94426134,16548727,Other causes,11/06/2017,Auto,Yes,Material only,$1080,3.0,No,both
94267140,Male,07-Oct-67,MO,765-672-8396,Gold,67394855,94267140,Other driver error,04/12/2017,Auto,No,Material only,$1590,1.0,No,both
5637733,Male,27-May-64,ID,567-617-1874,Platinum,15859475,5637733,Crime,10/10/2017,Auto,Unknown,Material only,$2170,1.0,No,both
684748,Male,03-Aug-77,AK,613-385-2863,Gold,7238381,684748,Other driver error,07/14/2018,Auto,No,Material only,$2920,2.0,No,both
65047878,Female,23-Aug-79,SD,593-329-6298,Silver,27131115,65047878,Natural causes,02/03/2017,Auto,Unknown,Material only,$1679,4.0,Yes,both
84614509,Male,14-Jan-81,WI,576-536-8742,Silver,63175077,84614509,Driver error,06/23/2018,Home,Unknown,Injury only,$18308,1.0,Yes,both
93766634,Female,20-Sep-70,OH,871-813-4512,Gold,4869668,93766634,Other causes,06/23/2018,Auto,No,Injury only,$16940,1.0,No,both
68712439,Male,17-Aug-90,WI,397-361-3286,Platinum,29078722,68712439,Other driver error,06/17/2018,Home,No,Material only,$1600,1.0,No,both
88785895,Male,24-Apr-77,CO,549-729-2915,Gold,62679663,88785895,Driver error,02/22/2018,Auto,Unknown,Material and injury,$39307,1.0,Yes,both
33924586,Female,28-Mar-76,MA,187-187-9648,Silver,29981557,33924586,Natural causes,04/04/2018,Auto,Unknown,Material and injury,$28750,1.0,No,both
1852176,Male,23-Jun-67,PA,563-749-5436,Platinum,59259291,1852176,Driver error,04/17/2018,Auto,Unknown,Material only,$1510,1.0,No,both
58107776,Female,26-Jun-74,HI,794-819-7165,Silver,35839635,58107776,Other driver error,04/25/2017,Auto,Yes,Material only,$1030,1.0,No,both
30743608,Male,19-Feb-90,DE,541-523-1263,Gold,46356995,30743608,Other causes,03/22/2017,Auto,No,Material only,$2714,1.0,Yes,both
50530333,Male,22-May-99,WA,152-152-9356,Silver,44524224,50530333,Crime,06/04/2017,Auto,Unknown,Material only,$2415,3.0,Yes,both
29282358,Female,05-Oct-85,NE,291-953-5768,Gold,56720636,29282358,Other driver error,01/13/2018,Auto,No,Material and injury,$39280,2.0,No,both
55375167,Male,30-Mar-69,NE,245-617-1348,Silver,5854580,55375167,Crime,04/05/2017,Home,Unknown,Material only,$1403,3.0,Yes,both
37692329,Male,28-May-92,LA,195-175-4275,Platinum,24230132,37692329,Driver error,08/16/2018,Auto,No,Material and injury,$34300,1.0,No,both
2753882,Female,12-Oct-94,CA,739-738-7493,Platinum,13479108,2753882,Natural causes,07/01/2017,Auto,No,Material only,$2650,1.0,No,both
88219691,Female,27-Oct-94,NJ,298-359-2684,Silver,63532473,88219691,Other causes,09/14/2017,Auto,No,Injury only,$23960,1.0,No,both
67722830,Male,30-Nov-73,TN,674-654-7168,Platinum,25246596,67722830,Driver error,08/04/2017,Auto,No,Material only,$1529.5,3.0,Yes,both
11321295,Male,13-Nov-65,DE,429-596-2169,Platinum,31574986,11321295,Driver error,02/03/2017,Auto,No,Material only,$2460,2.0,No,both
28502965,Female,11-Sep-66,DE,598-625-9431,Silver,6267263,28502965,Natural causes,10/10/2017,Auto,No,Material only,$1620,1.0,No,both
51782731,Male,18-Dec-89,PA,728-916-1287,Silver,99444302,51782731,Other driver error,02/03/2017,Home,Unknown,Material only,$2790,1.0,No,both
76395629,Male,29-Jan-72,ID,812-836-7854,Silver,75651365,76395629,Other causes,01/27/2017,Auto,No,Material only,$1210,1.0,No,both
20960664,Female,28-Oct-87,VT,276-719-1489,Platinum,18499217,20960664,Natural causes,08/10/2018,Auto,Yes,Injury only,$19676.5,1.0,Yes,both
79683883,Male,30-Sep-85,WY,194-892-7628,Gold,56848907,79683883,Other driver error,09/07/2017,Auto,No,Material and injury,$27266.5,1.0,Yes,both
33388786,Female,13-Apr-82,MO,182-164-7386,Gold,30755644,33388786,Other causes,04/18/2017,Auto,Yes,Injury only,$33590,2.0,No,both
52361935,Male,27-Mar-95,MI,925-931-3164,Silver,2741337,52361935,Natural causes,10/17/2017,Auto,Yes,Material only,$2840,1.0,No,both
97038550,Female,08-Oct-73,FL,963-613-5369,Platinum,86070727,97038550,Other driver error,02/22/2018,Home,Unknown,Material and injury,$16790,1.0,No,both
25911554,Female,21-Jun-98,IN,321-235-9236,Gold,2913034,25911554,Natural causes,06/03/2018,Auto,No,Material only,$1322.5,3.0,Yes,both
43834942,Female,08-Sep-80,ND,281-286-8362,Gold,74906328,43834942,Natural causes,07/01/2017,Auto,Yes,Material and injury,$19900,1.0,No,both
17242900,Male,27-Mar-82,NM,472-435-3847,Platinum,95114913,17242900,Crime,11/13/2017,Auto,No,Material only,$2440,1.0,No,both
54094880,Male,01-Jun-84,DE,568-481-7418,Silver,34621474,54094880,Other driver error,02/17/2017,Auto,No,Material only,$1529.5,1.0,Yes,both
59809467,Female,03-Dec-87,IN,231-893-6274,Silver,52223434,59809467,Other driver error,05/28/2018,Auto,Unknown,Material only,,,Yes,both
62204138,Female,15-Dec-89,DE,471-934-4961,Platinum,93028492,62204138,Driver error,10/31/2017,Auto,Unknown,Material only,$2691,1.0,Yes,both
93993324,Male,23-Feb-64,WI,853-261-1783,Gold,76384782,93993324,Driver error,06/04/2017,Auto,No,Material only,$3128,1.0,Yes,both
84995304,Female,05-May-85,GA,347-765-3861,Silver,79219792,84995304,Other driver error,08/30/2018,Home,Unknown,Material only,$3036,1.0,Yes,both
70955654,Female,23-Aug-92,IL,867-154-5847,Silver,25014071,70955654,Crime,10/04/2017,Home,No,Material only,$1173,1.0,Yes,both
43274276,Female,22-Apr-77,OR,829-634-2537,Silver,86017636,43274276,Other driver error,02/15/2018,Auto,No,Material only,$1200,4.0,No,both
23236713,Male,24-Jan-94,OK,564-237-8963,Silver,45535504,23236713,Driver error,03/14/2018,Auto,Yes,Injury only,$29960,1.0,No,both
76501371,Male,14-Feb-76,NY,341-346-8795,Silver,80169462,76501371,Driver error,02/15/2018,Auto,Unknown,Material only,$1970,1.0,No,both
56554262,Male,26-Oct-82,ND,142-258-9876,Silver,42474249,56554262,Other causes,10/09/2018,Auto,No,Material only,$2090,1.0,No,both
48123202,Female,31-Dec-98,AL,932-672-6327,Gold,4567648,48123202,Other driver error,08/31/2017,Auto,No,Material only,$2640,,No,both
93915431,Male,08-Sep-67,ME,134-785-1687,Gold,99775483,93915431,Other causes,10/30/2018,Auto,No,Material and injury,$42124.5,1.0,Yes,both
38560100,Female,01-Nov-73,IL,586-724-1493,Platinum,8322480,38560100,Other driver error,03/16/2017,Auto,No,Injury only,$21330,3.0,No,both
31544049,Male,04-Jun-71,KS,672-351-1964,Silver,83960449,31544049,Driver error,11/27/2017,Auto,Unknown,Material only,$1817,1.0,Yes,both
68615086,Male,12-Nov-80,VT,326-937-6952,Platinum,66563034,68615086,Driver error,07/07/2018,Auto,No,Material and injury,$17670,1.0,No,both
55535045,Male,11-Aug-94,AR,164-539-3948,Gold,95437929,55535045,Driver error,04/05/2017,Auto,No,Material only,$1110,1.0,No,both
17988592,Male,16-Dec-99,NM,472-186-4937,Platinum,94981713,17988592,Other causes,07/28/2017,Auto,No,Material and injury,$32407,1.0,Yes,both
4883962,Male,20-Jan-72,FL,478-721-9743,Platinum,59593960,4883962,Driver error,07/15/2017,Auto,Yes,Material only,$1460,1.0,No,both
33812279,Male,17-Jul-91,KS,621-297-6317,Platinum,4367748,33812279,Other causes,05/22/2017,Auto,Yes,Injury only,$41779.5,1.0,Yes,both
81854173,Male,13-Mar-93,CO,743-429-8173,Gold,96241162,81854173,Other driver error,05/09/2017,Auto,Unknown,Material only,$1850,1.0,No,both
24579061,Female,24-Nov-67,IN,763-365-2837,Platinum,11682102,24579061,Natural causes,01/07/2017,Auto,No,Material only,$1770,1.0,No,both
29478976,Male,06-Oct-83,MO,964-768-7924,Gold,26104084,29478976,Crime,05/21/2018,Auto,No,Material only,$1160,1.0,No,both
10462042,Female,06-Jun-64,WA,351-316-3172,Platinum,38641457,10462042,Other causes,08/03/2018,Home,No,Material only,$2410,1.0,No,both
52265112,Female,21-Aug-87,MA,251-361-5218,Gold,51316495,52265112,Other driver error,06/11/2017,Auto,No,Material only,$1520,2.0,No,both
53900680,Male,06-Mar-99,MA,591-168-3457,Silver,68533229,53900680,Other causes,03/29/2017,Home,Yes,Material and injury,$33900,2.0,No,both
69784779,Female,20-Aug-90,IA,521-358-6847,Platinum,70210720,69784779,Other driver error,05/21/2018,Auto,Yes,Material and injury,$28740,1.0,No,both
26810768,Female,02-Jul-87,WA,387-791-4125,Platinum,38508652,26810768,Other causes,07/01/2017,Auto,No,Material and injury,$23980,3.0,No,both
82637319,Male,17-Mar-99,KY,647-375-9124,Platinum,10080081,82637319,Other causes,10/31/2017,Auto,Unknown,Material only,$1184.5,1.0,Yes,both
69546065,Male,12-Jun-94,PA,641-659-5972,Platinum,6515806,69546065,Crime,06/18/2017,Auto,Unknown,Material only,$2104.5,1.0,Yes,both
67427492,Female,01-Nov-92,MN,693-794-2741,Silver,2056210,67427492,Driver error,05/29/2017,Auto,No,Material only,$1040,1.0,No,both
18213216,Male,06-Oct-69,KY,416-461-9145,Silver,2581621,18213216,Other causes,09/12/2018,Auto,Unknown,Material and injury,$21942,2.0,Yes,both
98204394,Male,06-Dec-68,VA,685-823-5284,Silver,25688619,98204394,Driver error,02/10/2017,Home,Unknown,Material only,$1550,6.0,No,both
63413368,Male,01-Sep-66,VA,958-159-2173,Silver,43680480,63413368,Driver error,06/30/2018,Auto,No,Material only,$1740,2.0,No,both
91136854,Female,07-Apr-98,WI,943-194-1759,Silver,14698666,91136854,Other driver error,01/06/2018,Auto,No,Material only,$2240,4.0,No,both
11187680,Female,11-Oct-74,CO,841-732-5392,Silver,18917146,11187680,Other driver error,03/29/2017,Auto,Unknown,Material only,$2440,1.0,No,both
88205075,Male,03-Jun-73,VA,631-658-1329,Platinum,82224237,88205075,Other causes,03/16/2017,Auto,Unknown,Injury only,$16460,1.0,No,both
40728123,Male,03-Jul-77,UT,298-863-2514,Platinum,52339239,40728123,Other causes,02/10/2017,Auto,No,Material only,$2590,1.0,No,both
65176092,Male,23-Nov-75,NC,651-379-2486,Silver,9476314,65176092,Other causes,01/01/2017,Auto,No,Material and injury,$37290,3.0,No,both
84229777,Female,18-Mar-76,TN,728-184-5376,Platinum,56133273,84229777,Natural causes,08/11/2017,Auto,No,Material only,$3128,1.0,Yes,both
76093960,Female,23-Jun-84,OK,867-923-3798,Silver,79752814,76093960,Other causes,05/29/2017,Auto,Unknown,Material only,$2700,2.0,No,both
36994344,Male,16-Dec-75,ME,673-618-4586,Silver,71517851,36994344,Natural causes,07/27/2018,Auto,No,Material only,$2280,1.0,No,both
68043300,Male,03-Jun-93,MN,687-879-7692,Platinum,29519925,68043300,Other driver error,03/21/2018,Auto,Unknown,Material only,$2656.5,1.0,Yes,both
28901669,Female,28-May-81,MT,798-435-4862,Silver,2980099,28901669,Crime,02/02/2018,Auto,Yes,Injury only,$35178.5,1.0,Yes,both
86916099,Female,15-Mar-69,ME,386-156-9384,Gold,59959117,86916099,Other driver error,04/05/2017,Auto,No,Injury only,$19390,1.0,No,both
29826894,Female,06-Jan-91,AZ,124-198-8153,Silver,87350000,29826894,Other driver error,11/06/2017,Auto,No,Material only,$2730,5.0,No,both
79637467,Male,27-Mar-71,IA,736-694-8274,Gold,87230026,79637467,Other causes,02/17/2017,Auto,Yes,Injury only,$16700,1.0,No,both
36632227,Female,09-Jun-60,GA,369-589-9865,Silver,9588683,36632227,Other driver error,03/09/2017,Auto,Unknown,Material only,$2886.5,1.0,Yes,both
77510822,Female,18-Mar-86,AK,436-934-7156,Silver,87329176,77510822,Other driver error,10/30/2018,Auto,Unknown,Material only,,2.0,No,both
2651069,Male,09-Mar-99,AL,681-981-1478,Gold,3329988,2651069,Other driver error,09/07/2017,Auto,No,Material only,$1932,1.0,Yes,both
8150738,Female,06-Dec-87,NH,842-127-7916,Platinum,72207767,8150738,Natural causes,05/01/2018,Auto,Unknown,Material only,$2210,1.0,No,both
67268108,Male,18-Oct-73,FL,159-192-1758,Platinum,96723243,67268108,Other driver error,03/08/2018,Auto,Yes,Material and injury,$41280,2.0,No,both
53907868,Male,07-Feb-78,WA,768-578-9871,Platinum,14024069,53907868,Other causes,04/17/2018,Auto,Unknown,Material and injury,$26620,1.0,No,both
86246733,Male,17-Jul-82,MN,248-471-2985,Gold,74762827,86246733,Driver error,12/10/2017,Auto,Unknown,Material and injury,$26520,2.0,No,both
45568489,Female,03-Nov-67,OH,826-463-4186,Silver,78826857,45568489,Other driver error,05/09/2017,Auto,Yes,Material and injury,$14480,3.0,No,both
28032985,Female,10-Dec-64,NM,926-817-6247,Gold,96335300,28032985,Other causes,03/02/2017,Auto,No,Material only,$1800,2.0,No,both
33210182,Male,09-Nov-89,CA,387-759-2586,Platinum,45953414,33210182,Crime,01/13/2018,Auto,Yes,Material only,$2020,1.0,No,both
24731784,Female,17-Oct-80,DE,169-631-1283,Silver,81667658,24731784,Natural causes,07/07/2018,Auto,No,Material only,$1260,1.0,No,both
36126424,Female,11-Feb-81,ME,398-768-5283,Platinum,5222877,36126424,Driver error,10/23/2018,Auto,Unknown,Material and injury,$20550,1.0,No,both
95452498,Female,21-Feb-88,MI,391-537-8235,Silver,76523655,95452498,Other causes,04/05/2017,Auto,No,Material only,$2219.5,1.0,Yes,both
22756942,Male,09-Oct-82,FL,462-823-3126,Silver,70512964,22756942,Driver error,01/01/2017,Auto,Yes,Injury only,$20310,1.0,No,both
62489316,Female,15-Aug-93,GA,985-185-1659,Gold,13217364,62489316,Other causes,08/31/2017,Auto,No,Material only,$2330,1.0,No,both
4825461,Female,27-Apr-65,NE,791-473-9763,Platinum,6174643,4825461,Other driver error,07/15/2017,Auto,Yes,Material and injury,$32960,1.0,No,both
63915259,Male,22-May-86,GA,829-157-6239,Gold,89056979,63915259,Other causes,09/26/2018,Home,Yes,Material and injury,$18530,1.0,No,both
6723724,Female,20-Apr-89,AL,592-368-3149,Platinum,94690483,6723724,Natural causes,09/27/2017,Auto,Unknown,Material only,$1679,1.0,Yes,both
51719336,Female,06-Jul-66,AK,149-149-3164,Platinum,84029944,51719336,Other causes,01/20/2018,Home,Unknown,Material only,$2070,1.0,Yes,both
89808931,Female,22-Jul-89,WA,524-613-4786,Silver,52259939,89808931,Driver error,07/20/2018,Home,No,Material only,$2750,1.0,No,both
55105629,Male,06-Feb-81,TN,516-198-5127,Silver,40350951,55105629,Natural causes,10/17/2017,Auto,No,Material only,$1860,1.0,No,both
79076502,Female,30-Dec-77,NJ,259-527-3218,Silver,71274497,79076502,Other driver error,10/31/2017,Auto,Unknown,Material only,$1380,1.0,No,both
81131066,Male,01-Nov-68,AL,579-265-6183,Gold,49550521,81131066,Other causes,12/30/2017,Auto,No,Material only,$1920,2.0,No,both
75995055,Female,14-Dec-95,OK,845-854-5473,Gold,45433267,75995055,Other causes,06/17/2018,Auto,Yes,Injury only,$36350,1.0,No,both
24425429,Female,09-Jun-87,NC,894-913-8453,Gold,43558718,24425429,Natural causes,10/16/2018,Auto,No,Material only,$1450,1.0,No,both
51382348,Male,28-Dec-70,MT,594-728-3497,Silver,3465669,51382348,Natural causes,02/23/2017,Home,No,Injury only,$39928,1.0,Yes,both
18842829,Male,10-Sep-69,ME,561-158-4657,Platinum,79446773,18842829,Driver error,03/02/2017,Auto,No,Material only,$2450,1.0,No,both
98180346,Male,16-Feb-92,NV,685-872-4789,Platinum,172149,98180346,Other causes,06/04/2017,Auto,No,Material only,$2810,1.0,No,both
53013094,Male,07-Jun-76,PA,192-576-9158,Silver,52442756,53013094,Natural causes,06/30/2018,Auto,Unknown,Material only,,1.0,No,both
25263633,Male,04-Dec-66,ND,536-497-6752,Silver,79612644,25263633,Other causes,06/10/2018,Auto,No,Material only,$2470,2.0,No,both
16444738,Female,18-Feb-90,TN,298-376-5293,Platinum,61900903,16444738,Other causes,08/31/2017,Auto,No,Material only,$1207.5,1.0,Yes,both
64231993,Male,15-Jul-82,CO,617-896-5736,Gold,15605014,64231993,Natural causes,03/01/2018,Home,No,Material and injury,$29690,1.0,No,both
89530919,Male,20-Sep-73,IL,938-684-9572,Gold,81628285,89530919,Driver error,04/24/2018,Auto,No,Material only,$2450,1.0,No,both
38011078,Female,20-May-76,NE,271-123-1475,Gold,98795403,38011078,Crime,10/30/2018,Auto,Unknown,Material only,$1940,1.0,No,both
76314493,Female,02-Oct-61,DE,389-764-4853,Silver,49252712,76314493,Other driver error,09/14/2017,Home,No,Material only,,1.0,No,both
51975640,Female,10-May-82,NC,139-648-8714,Silver,60882662,51975640,Other driver error,10/16/2018,Auto,No,Material and injury,$32150,2.0,No,both
47593642,Male,20-Jun-70,HI,596-684-9786,Gold,35866339,47593642,Crime,04/04/2018,Auto,Unknown,Material only,$1750,1.0,No,both
42439009,Female,17-Sep-76,NV,591-218-5973,Gold,80529502,42439009,Driver error,03/01/2018,Auto,Unknown,Injury only,$28950,1.0,No,both
51613894,Male,02-Jan-88,MO,675-213-7462,Silver,41063309,51613894,Other causes,03/28/2018,Home,Unknown,Material and injury,,1.0,No,both
49078798,Male,07-May-65,VT,168-931-2841,Gold,69278867,49078798,Natural causes,02/02/2018,Auto,No,Material only,$1350,1.0,No,both
17822772,Male,07-May-89,OK,428-196-6913,Platinum,49821811,17822772,Driver error,03/14/2018,Auto,Unknown,Injury only,$33200,1.0,No,both
94643289,Male,24-Apr-98,AK,317-612-1425,Silver,34596802,94643289,Driver error,03/14/2018,Auto,No,Material and injury,$45287,1.0,Yes,both
47535244,Female,16-Sep-61,TN,413-134-6842,Gold,3366766,47535244,Natural causes,06/10/2018,Auto,No,Material only,$2530,1.0,Yes,both
70770204,Female,17-Jan-84,CT,935-274-6725,Silver,18972174,70770204,Driver error,04/17/2018,Auto,Unknown,Injury only,$28050,1.0,No,both
92171044,Male,24-Jul-64,WI,156-514-3516,Gold,32084957,92171044,Driver error,07/15/2017,Auto,No,Material only,$2277,1.0,Yes,both
98218159,Female,02-Sep-76,PA,563-417-5261,Platinum,44626119,98218159,Other driver error,12/10/2017,Auto,No,Material only,$2840,1.0,No,both
24112592,Male,11-Jun-80,NV,916-185-5697,Platinum,18497939,24112592,Other driver error,03/28/2018,Auto,No,Material only,$2130,1.0,No,both
97053819,Female,06-May-97,NC,243-295-1862,Gold,2031695,97053819,Other causes,06/03/2018,Auto,No,Material only,$2070,1.0,No,both
88484857,Male,21-May-60,UT,189-845-2459,Silver,31272774,88484857,Other causes,09/19/2018,Auto,No,Material only,$1900,,No,both
89965541,Male,19-Jun-67,MT,359-678-4658,Silver,62487859,89965541,Driver error,12/10/2017,Auto,No,Material only,$2810,1.0,No,both
96431710,Female,20-Jul-82,NM,349-214-6872,Gold,1374365,96431710,Crime,08/24/2017,Auto,No,Material and injury,$24713.5,1.0,Yes,both
13059025,Female,28-Aug-99,RI,624-716-1427,Platinum,33911305,13059025,Natural causes,07/28/2017,Auto,No,Material only,$2220,1.0,No,both
49481916,Female,28-Mar-96,SC,734-137-4865,Silver,3311108,49481916,Other causes,09/19/2018,Auto,No,Material only,,2.0,Yes,both
10956208,Male,21-Dec-84,AZ,194-786-8173,Gold,28520503,10956208,Natural causes,02/02/2018,Auto,No,Material only,$1210,1.0,No,both
43059280,Male,16-Dec-94,RI,651-127-8152,Platinum,76387481,43059280,Natural causes,06/25/2017,Home,Yes,Material and injury,$38970,1.0,No,both
